id,perc_premium_paid_by_cash_credit,age_in_days,Income,Count_3-6_months_late,Count_6-12_months_late,Count_more_than_12_months_late,application_underwriting_score,no_of_premiums_paid,premium,sourcing_channel_A,sourcing_channel_B,sourcing_channel_C,sourcing_channel_D,sourcing_channel_E,residence_area_type_Rural,residence_area_type_Urban
101306,0.109,14607,315030,0.0,0.0,0.0,99.42,19,3300,1,0,0,0,0,0,1
28173,0.498,17160,208600,0.0,0.0,0.0,99.28,17,9600,1,0,0,0,0,0,1
46986,0.457,20816,60140,0.0,0.0,0.0,95.23,10,3300,0,0,0,1,0,0,1
113356,0.622,16797,79680,2.0,0.0,0.0,99.17,11,1200,1,0,0,0,0,1,0
90610,1.0,14611,96100,0.0,0.0,0.0,99.21,2,9600,1,0,0,0,0,1,0
56237,0.392,22641,171080,0.0,1.0,0.0,98.19,16,11700,1,0,0,0,0,1,0
88728,0.496,21184,120140,0.0,1.0,0.0,97.56,15,9600,0,1,0,0,0,0,1
83504,0.92,17900,54080,1.0,1.0,0.0,96.58,11,3300,0,0,0,1,0,1,0
71260,1.0,22275,147620,0.0,0.0,0.0,99.39,7,7500,1,0,0,0,0,1,0
74058,0.303,23734,2100040,0.0,0.0,0.0,99.8,24,60000,1,0,0,0,0,0,1
56645,0.03,23740,60140,0.0,0.0,0.0,99.55,8,3300,1,0,0,0,0,1,0
27716,0.07,29580,140320,0.0,0.0,0.0,99.51,6,18000,1,0,0,0,0,1,0
85254,0.031,21546,214500,0.0,0.0,0.0,99.36,27,9600,1,0,0,0,0,1,0
27803,0.288,10225,255030,1.0,0.0,0.0,99.64,7,13800,1,0,0,0,0,0,1
75057,0.637,13511,130300,0.0,0.0,0.0,99.67,4,11700,1,0,0,0,0,0,1
71305,0.604,20811,52650,0.0,0.0,0.0,99.11,12,5700,1,0,0,0,0,0,1
46741,0.161,22642,247460,0.0,0.0,0.0,99.74,6,18000,1,0,0,0,0,0,1
55103,0.002,12417,106360,0.0,0.0,0.0,98.77,8,9600,0,0,1,0,0,1,0
69488,0.0,16073,222810,0.0,0.0,0.0,99.77,17,9600,1,0,0,0,0,1,0
56454,0.066,18993,338520,0.0,1.0,0.0,99.76,11,30600,0,1,0,0,0,0,1
4346,0.203,12053,195150,0.0,0.0,0.0,98.28,15,11700,0,1,0,0,0,0,1
93069,1.0,17169,120040,0.0,0.0,0.0,98.18,7,7500,1,0,0,0,0,0,1
651,0.421,23732,2000080,2.0,0.0,0.0,99.08,13,60000,0,1,0,0,0,1,0
68936,1.0,8405,47030,0.0,0.0,0.0,99.21,3,3300,1,0,0,0,0,0,1
111745,0.387,24105,70540,0.0,0.0,0.0,99.35,9,5700,1,0,0,0,0,0,1
91129,0.918,20455,104320,0.0,0.0,0.0,99.43,6,5700,0,0,1,0,0,1,0
78185,0.318,10955,214670,0.0,0.0,0.0,99.22,6,9600,0,0,0,1,0,1,0
1312,0.735,24832,81060,0.0,0.0,0.0,97.07,26,5400,1,0,0,0,0,1,0
83363,0.739,11692,114150,2.0,0.0,1.0,99.87,4,5400,1,0,0,0,0,0,1
44001,0.346,17890,86480,0.0,0.0,0.0,98.75,10,7500,1,0,0,0,0,0,1
84114,0.0,23736,41820,0.0,0.0,0.0,99.89,5,3300,1,0,0,0,0,1,0
27299,0.033,16073,750080,0.0,0.0,0.0,99.34,10,9600,0,0,1,0,0,0,1
101132,0.503,14242,192360,0.0,0.0,0.0,98.94,16,11700,0,0,1,0,0,0,1
52500,0.304,17535,341360,0.0,0.0,0.0,99.58,17,15900,0,0,1,0,0,1,0
50590,0.59,15338,135120,0.0,0.0,0.0,98.33,8,7500,0,1,0,0,0,0,1
70981,0.121,19724,405110,0.0,0.0,0.0,98.93,17,30600,0,1,0,0,0,0,1
98461,0.101,17897,30030,0.0,0.0,0.0,99.87,9,1200,1,0,0,0,0,0,1
22924,0.098,12785,223960,0.0,0.0,0.0,99.28,9,11700,0,0,1,0,0,1,0
74201,0.97,18259,50910,0.0,0.0,0.0,98.97,9,1200,0,1,0,0,0,0,1
84933,0.0,27749,51070,1.0,0.0,0.0,99.3,6,5400,1,0,0,0,0,0,1
55837,0.548,14247,96680,0.0,0.0,0.0,97.76,13,5400,0,1,0,0,0,0,1
79570,0.29,16799,105110,1.0,0.0,0.0,98.82,10,7500,0,0,1,0,0,0,1
10907,0.585,29935,120070,0.0,0.0,0.0,99.13,8,5400,1,0,0,0,0,0,1
111498,0.025,24831,158520,0.0,0.0,0.0,99.59,11,3300,1,0,0,0,0,0,1
106123,0.288,20083,275100,1.0,0.0,0.0,99.39,7,15900,0,1,0,0,0,0,1
8054,0.004,31398,210060,0.0,0.0,0.0,99.89,12,11700,1,0,0,0,0,0,1
59111,0.46,18620,180050,1.0,0.0,0.0,98.75,16,22200,0,0,0,1,0,0,1
41596,0.759,22645,330050,0.0,0.0,0.0,98.22,21,20100,1,0,0,0,0,0,1
53649,0.03,28111,108300,0.0,0.0,0.0,98.9,9,5400,1,0,0,0,0,0,1
52060,0.498,13876,125080,0.0,0.0,0.0,99.03,7,7500,0,0,1,0,0,0,1
21950,0.798,15701,111130,0.0,0.0,0.0,99.06,9,5400,1,0,0,0,0,0,1
68898,0.691,18258,171090,0.0,0.0,0.0,98.37,21,7500,1,0,0,0,0,0,1
90655,0.014,22274,330100,0.0,0.0,0.0,99.27,17,18000,1,0,0,0,0,0,1
112397,0.525,16430,240090,0.0,0.0,0.0,99.03,13,9600,0,0,1,0,0,0,1
31279,1.0,21185,120120,2.0,0.0,2.0,98.4,6,7500,0,1,0,0,0,0,1
19743,0.232,13152,66130,0.0,0.0,0.0,99.89,4,3300,1,0,0,0,0,1,0
101449,0.334,27021,180120,0.0,0.0,1.0,98.75,17,3300,0,1,0,0,0,0,1
53243,1.0,16073,312540,0.0,1.0,0.0,99.25,5,9600,0,1,0,0,0,0,1
18023,0.885,24100,127270,0.0,0.0,0.0,98.26,11,5400,0,0,1,0,0,1,0
109921,0.098,21540,293100,0.0,0.0,0.0,98.99,25,5400,0,0,1,0,0,1,0
3375,0.247,20082,389610,0.0,0.0,0.0,99.72,11,36900,0,0,1,0,0,1,0
8907,0.868,15703,214460,1.0,0.0,0.0,99.04,12,22200,0,0,0,1,0,0,1
65396,0.284,9500,132150,0.0,0.0,0.0,98.87,15,7500,0,0,1,0,0,0,1
10319,0.692,17170,90080,0.0,0.0,0.0,98.93,6,1200,0,0,1,0,0,0,1
102483,1.0,17896,225050,0.0,0.0,0.0,99.21,4,9600,0,1,0,0,0,0,1
66462,0.04,13153,186110,0.0,0.0,0.0,99.45,6,1200,1,0,0,0,0,1,0
6156,0.054,15335,75080,0.0,0.0,0.0,99.82,7,3300,1,0,0,0,0,1,0
12644,0.022,20451,57090,0.0,0.0,0.0,98.44,6,5700,1,0,0,0,0,1,0
14890,0.135,20447,362570,0.0,0.0,0.0,99.19,10,26400,0,0,0,1,0,1,0
84113,1.0,11694,121700,0.0,2.0,2.0,99.52,3,1200,0,0,1,0,0,1,0
83940,0.312,27753,344390,0.0,0.0,0.0,98.91,11,22200,1,0,0,0,0,0,1
72079,0.12,10591,150140,1.0,0.0,0.0,99.59,8,13800,1,0,0,0,0,1,0
77671,0.029,18259,121250,0.0,0.0,0.0,99.54,8,5400,0,1,0,0,0,0,1
102371,0.007,25924,135510,0.0,0.0,0.0,99.32,11,3300,1,0,0,0,0,1,0
34089,0.042,13153,150030,2.0,0.0,1.0,98.99,12,1200,0,0,1,0,0,0,1
17946,0.725,21185,159120,1.0,0.0,0.0,99.73,9,7500,1,0,0,0,0,0,1
65551,0.046,24470,330050,0.0,0.0,0.0,99.44,9,18000,1,0,0,0,0,0,1
32344,0.797,18259,195780,1.0,0.0,0.0,98.48,14,22200,0,1,0,0,0,1,0
38374,0.091,16804,235130,0.0,0.0,0.0,99.05,10,1200,0,0,1,0,0,1,0
21226,0.999,18995,173540,1.0,0.0,0.0,99.15,12,9600,1,0,0,0,0,0,1
40119,0.007,17526,246670,0.0,0.0,0.0,99.66,7,20100,1,0,0,0,0,1,0
80045,0.08,21911,192070,0.0,0.0,0.0,99.57,10,15900,0,1,0,0,0,1,0
91625,1.0,12054,125130,0.0,0.0,0.0,99.21,2,5400,0,1,0,0,0,0,1
28170,0.207,17166,209300,0.0,0.0,0.0,99.07,12,9600,0,0,0,1,0,0,1
55900,0.095,23366,130740,0.0,0.0,0.0,97.55,12,5400,1,0,0,0,0,0,1
84912,0.547,23730,315130,0.0,0.0,0.0,99.12,25,34800,1,0,0,0,0,0,1
6795,0.911,20819,255130,0.0,0.0,0.0,99.15,12,18000,0,0,1,0,0,0,1
97485,0.0,24097,86480,0.0,0.0,0.0,98.93,10,5700,1,0,0,0,0,0,1
1381,0.347,24466,97620,0.0,0.0,0.0,98.63,10,11700,0,1,0,0,0,1,0
1238,0.606,12423,142320,0.0,0.0,0.0,99.09,10,15900,0,1,0,0,0,1,0
52406,0.018,15344,228140,2.0,0.0,0.0,98.72,14,15900,0,0,1,0,0,0,1
49051,0.032,25923,270030,0.0,0.0,0.0,99.71,5,11700,1,0,0,0,0,1,0
77539,0.011,30308,200030,0.0,0.0,0.0,99.71,12,11700,1,0,0,0,0,0,1
68165,0.041,17169,345120,0.0,0.0,0.0,98.97,8,22200,0,0,1,0,0,0,1
23470,0.413,25562,102140,0.0,0.0,0.0,99.26,8,5400,1,0,0,0,0,0,1
24124,0.018,17168,315050,0.0,0.0,0.0,99.89,16,9600,0,0,0,1,0,0,1
74805,0.331,28840,33620,0.0,0.0,0.0,98.32,15,3300,1,0,0,0,0,1,0
26002,0.111,18255,159110,0.0,0.0,0.0,99.74,9,11700,0,0,1,0,0,1,0
13863,0.444,16066,150090,0.0,0.0,0.0,98.22,14,15900,0,1,0,0,0,1,0
63404,0.896,23736,74160,0.0,0.0,0.0,99.21,19,5700,1,0,0,0,0,0,1
31407,0.844,18265,302550,0.0,0.0,0.0,99.29,12,28500,0,0,0,1,0,0,1
13561,0.256,27025,179330,0.0,0.0,0.0,99.09,14,7500,0,1,0,0,0,1,0
32018,0.017,17531,36070,0.0,0.0,0.0,99.7,12,5700,1,0,0,0,0,0,1
88083,0.014,24827,120060,0.0,0.0,0.0,99.28,9,3300,1,0,0,0,0,1,0
92455,0.854,21544,232210,1.0,0.0,0.0,97.73,13,9600,0,0,1,0,0,0,1
31245,0.022,28844,144060,0.0,0.0,0.0,99.21,9,5700,1,0,0,0,0,0,1
40329,0.064,18985,175110,0.0,0.0,0.0,99.29,13,11700,0,1,0,0,0,1,0
89222,0.033,12050,159560,0.0,0.0,0.0,99.06,7,13800,1,0,0,0,0,1,0
55181,0.202,27753,105350,0.0,0.0,0.0,99.13,23,5400,1,0,0,0,0,0,1
17989,0.046,23734,150080,1.0,0.0,0.0,99.36,9,5400,1,0,0,0,0,1,0
24680,0.0,18992,135050,0.0,0.0,0.0,99.21,5,3300,1,0,0,0,0,1,0
87922,0.0,20815,174100,0.0,1.0,1.0,98.96,7,7500,1,0,0,0,0,0,1
45377,1.0,15339,131350,0.0,0.0,0.0,99.21,2,5400,1,0,0,0,0,0,1
8067,0.083,20812,327140,0.0,0.0,0.0,99.71,5,20100,0,1,0,0,0,0,1
54730,0.204,15336,141120,0.0,0.0,0.0,98.75,8,5400,0,0,1,0,0,0,1
60706,0.121,23003,150050,0.0,0.0,0.0,99.84,16,5400,1,0,0,0,0,0,1
81834,0.022,28485,51140,0.0,0.0,0.0,99.21,5,3300,1,0,0,0,0,1,0
20816,0.152,21907,86280,0.0,0.0,0.0,97.84,12,3300,0,0,1,0,0,1,0
11382,0.094,12059,237570,0.0,0.0,0.0,99.05,14,15900,1,0,0,0,0,0,1
59704,0.181,24461,96100,0.0,0.0,0.0,99.64,5,5400,1,0,0,0,0,0,1
15573,0.034,27020,162180,0.0,0.0,0.0,99.7,10,11700,1,0,0,0,0,0,1
27885,0.183,18627,270790,0.0,0.0,0.0,98.72,17,20100,0,0,0,1,0,0,1
106376,0.203,20082,315110,0.0,0.0,0.0,99.37,6,24300,0,0,1,0,0,1,0
103068,0.0,14241,192530,0.0,0.0,0.0,99.2,9,9600,1,0,0,0,0,0,1
61453,0.886,13875,121650,3.0,0.0,1.0,98.62,14,7500,0,1,0,0,0,0,1
87795,1.0,12418,93070,0.0,0.0,0.0,95.89,8,3300,1,0,0,0,0,0,1
64681,0.022,23367,162110,0.0,0.0,0.0,99.19,19,13800,1,0,0,0,0,1,0
61024,0.029,21542,566330,0.0,0.0,0.0,99.79,13,20100,1,0,0,0,0,1,0
96933,0.187,20452,375030,1.0,0.0,0.0,99.39,12,24300,0,1,0,0,0,0,1
45712,0.115,13519,147550,0.0,0.0,0.0,99.25,7,11700,0,0,1,0,0,1,0
58746,0.0,24470,398630,0.0,0.0,0.0,98.69,14,22200,0,1,0,0,0,1,0
73501,0.007,15702,172580,0.0,0.0,0.0,98.69,7,7500,0,0,1,0,0,1,0
107552,0.047,27018,200060,0.0,0.0,0.0,99.87,5,18000,0,1,0,0,0,0,1
84697,0.187,10961,60120,0.0,0.0,0.0,99.84,5,5700,1,0,0,0,0,0,1
107492,0.061,24102,225050,0.0,0.0,0.0,99.88,5,11700,1,0,0,0,0,0,1
53228,0.127,20088,231610,0.0,0.0,0.0,99.13,10,13800,1,0,0,0,0,0,1
79491,0.48,23005,167310,0.0,0.0,0.0,99.3,10,9600,1,0,0,0,0,1,0
76207,0.225,14248,111100,0.0,0.0,0.0,99.08,10,9600,0,0,0,0,1,1,0
96543,0.359,15704,174050,0.0,0.0,0.0,98.79,11,11700,0,0,1,0,0,0,1
24578,0.0,8402,27060,0.0,0.0,0.0,99.21,4,1200,1,0,0,0,0,0,1
52588,0.102,19723,137970,0.0,0.0,0.0,99.09,16,5400,1,0,0,0,0,0,1
104635,0.037,22270,201140,0.0,0.0,0.0,99.41,8,9600,0,1,0,0,0,1,0
24495,0.361,15339,190630,2.0,0.0,2.0,99.0,18,9600,1,0,0,0,0,0,1
106881,0.057,10958,198140,0.0,0.0,0.0,98.88,10,11700,1,0,0,0,0,0,1
40520,0.012,24825,123070,0.0,0.0,0.0,99.89,4,5400,1,0,0,0,0,0,1
51194,0.441,16438,294050,1.0,0.0,0.0,99.27,13,13800,1,0,0,0,0,1,0
93356,0.005,25922,315060,0.0,0.0,0.0,99.76,28,24300,1,0,0,0,0,0,1
85079,0.24,18621,177610,0.0,0.0,0.0,99.08,12,3300,0,1,0,0,0,0,1
110789,0.164,19358,75150,1.0,0.0,0.0,99.69,7,1200,1,0,0,0,0,0,1
50540,0.701,17167,73600,0.0,0.0,0.0,97.9,8,3300,0,1,0,0,0,0,1
19475,0.681,17526,85530,2.0,0.0,1.0,98.74,11,3300,0,0,0,1,0,1,0
606,0.03,24834,250080,0.0,0.0,0.0,99.84,15,13800,0,1,0,0,0,0,1
64807,0.021,20453,118590,0.0,0.0,0.0,99.21,12,5400,1,0,0,0,0,1,0
111244,0.0,18993,136590,0.0,0.0,0.0,98.59,10,3300,0,0,0,1,0,1,0
57424,0.29,21541,66090,0.0,0.0,0.0,99.07,8,1200,1,0,0,0,0,1,0
47601,0.0,9499,33090,0.0,0.0,0.0,98.41,4,1200,1,0,0,0,0,0,1
99528,0.736,13511,104110,0.0,0.0,0.0,99.5,6,1200,0,1,0,0,0,0,1
33719,0.167,18260,195140,0.0,0.0,0.0,98.79,20,5400,1,0,0,0,0,0,1
78290,0.677,18255,128340,0.0,0.0,0.0,98.83,9,9600,1,0,0,0,0,0,1
30738,0.014,30673,180040,0.0,0.0,0.0,98.56,13,11700,1,0,0,0,0,0,1
15400,0.517,19354,600030,0.0,0.0,0.0,98.72,14,30600,0,0,0,1,0,1,0
43489,0.8,20812,91620,1.0,2.0,0.0,98.94,9,5400,1,0,0,0,0,0,1
110436,0.374,16798,219070,0.0,0.0,0.0,99.3,10,13800,1,0,0,0,0,1,0
79993,0.06,20086,687520,0.0,0.0,0.0,99.13,18,57900,0,0,0,1,0,1,0
100254,0.725,17162,480150,0.0,0.0,0.0,98.39,13,26400,0,0,1,0,0,1,0
10925,0.114,24828,77770,0.0,0.0,0.0,98.35,15,3300,1,0,0,0,0,0,1
50940,0.219,17528,87100,0.0,0.0,0.0,98.34,10,5700,1,0,0,0,0,0,1
9563,0.137,23004,458820,0.0,0.0,0.0,99.88,10,28500,1,0,0,0,0,0,1
30914,0.036,27019,330110,0.0,0.0,0.0,99.3,7,24300,0,1,0,0,0,0,1
58127,0.0,29940,72980,0.0,0.0,0.0,99.07,7,5400,0,1,0,0,0,0,1
97826,0.573,18991,85980,0.0,0.0,0.0,99.58,5,5400,1,0,0,0,0,0,1
84807,0.422,21541,177110,0.0,0.0,0.0,98.34,19,9600,1,0,0,0,0,0,1
9377,0.34,16430,150130,0.0,0.0,0.0,98.39,15,7500,0,0,1,0,0,0,1
103057,0.142,28481,172070,0.0,0.0,0.0,99.83,7,1200,1,0,0,0,0,0,1
10466,0.058,23370,42060,0.0,0.0,0.0,99.87,7,3300,1,0,0,0,0,0,1
63420,0.002,21915,90050,0.0,0.0,0.0,98.16,8,3300,1,0,0,0,0,1,0
67662,0.9,22272,144030,0.0,1.0,0.0,99.78,6,1200,1,0,0,0,0,1,0
54553,0.898,12424,73600,0.0,0.0,0.0,99.05,8,3300,0,1,0,0,0,1,0
98906,0.032,24467,270080,0.0,0.0,0.0,99.63,9,24300,0,1,0,0,0,0,1
54476,0.622,18993,214650,0.0,0.0,0.0,98.97,14,9600,0,1,0,0,0,0,1
15009,0.038,10960,187160,0.0,0.0,0.0,99.27,10,13800,0,1,0,0,0,0,1
89959,0.047,29579,100080,0.0,0.0,0.0,99.89,4,9600,1,0,0,0,0,0,1
88804,0.058,23006,494130,0.0,0.0,0.0,99.05,21,11700,0,1,0,0,0,0,1
35282,0.223,13883,210040,0.0,0.0,0.0,99.05,16,13800,0,0,1,0,0,1,0
55572,0.966,16440,104370,3.0,1.0,2.0,98.63,6,3300,1,0,0,0,0,0,1
90349,0.0,8771,24660,0.0,0.0,0.0,98.42,6,1200,1,0,0,0,0,0,1
60788,0.379,18255,124540,0.0,1.0,0.0,99.76,9,3300,1,0,0,0,0,1,0
15816,0.476,25560,180060,0.0,0.0,0.0,99.37,13,9600,0,1,0,0,0,0,1
4126,0.001,12786,205350,1.0,0.0,0.0,99.49,6,1200,1,0,0,0,0,1,0
85801,0.0,22637,180060,0.0,0.0,0.0,98.46,16,15900,1,0,0,0,0,1,0
107969,0.112,11328,112900,0.0,0.0,0.0,99.88,4,7500,1,0,0,0,0,1,0
12937,0.545,22642,194020,3.0,0.0,1.0,99.25,14,9600,0,1,0,0,0,1,0
48944,0.0,20810,150120,0.0,0.0,0.0,99.21,5,7500,1,0,0,0,0,0,1
28411,0.0,10964,123010,0.0,3.0,1.0,99.58,6,1200,0,1,0,0,0,0,1
41123,0.336,23372,295100,0.0,0.0,0.0,98.84,16,1200,1,0,0,0,0,1,0
42742,0.079,17163,306130,0.0,0.0,0.0,99.72,11,1200,0,1,0,0,0,1,0
32748,0.001,17898,362640,0.0,0.0,0.0,99.83,16,30600,1,0,0,0,0,0,1
90135,0.634,27019,54590,0.0,0.0,0.0,98.46,6,5400,1,0,0,0,0,1,0
60128,0.188,15706,496160,0.0,0.0,0.0,99.27,10,32700,0,0,0,0,1,1,0
28640,0.665,16437,240150,0.0,0.0,0.0,98.06,12,3300,0,0,1,0,0,0,1
85930,0.967,13884,182150,0.0,0.0,0.0,99.24,6,1200,0,1,0,0,0,1,0
105741,0.963,17898,198690,0.0,0.0,0.0,98.44,13,22200,0,0,0,0,1,0,1
34871,0.067,29944,62640,0.0,0.0,0.0,99.8,12,3300,1,0,0,0,0,0,1
33544,1.0,14242,232640,1.0,4.0,0.0,99.18,6,20100,0,0,0,1,0,1,0
65974,0.936,16075,187560,0.0,0.0,0.0,99.54,5,11700,0,1,0,0,0,0,1
51410,0.0,16065,42580,0.0,0.0,0.0,99.81,4,3300,0,0,1,0,0,0,1
49022,0.035,21185,139490,0.0,0.0,0.0,98.52,8,15900,0,0,1,0,0,0,1
107950,0.023,19721,125040,0.0,0.0,0.0,99.52,10,7500,0,1,0,0,0,1,0
84048,0.017,16439,182350,0.0,0.0,0.0,98.86,9,15900,0,0,0,1,0,0,1
36714,0.032,21176,87090,0.0,0.0,0.0,99.83,8,5400,0,1,0,0,0,0,1
61834,0.171,20450,475100,0.0,0.0,0.0,99.44,11,26400,1,0,0,0,0,1,0
2604,0.108,31040,75080,0.0,0.0,0.0,99.85,11,3300,1,0,0,0,0,0,1
99548,0.245,9503,105110,1.0,0.0,0.0,99.5,6,5400,1,0,0,0,0,1,0
102494,0.193,22636,97710,0.0,0.0,0.0,98.67,8,3300,0,0,0,1,0,1,0
7504,0.048,18995,180110,0.0,0.0,0.0,99.13,12,3300,0,0,1,0,0,0,1
53854,0.045,17527,516780,0.0,0.0,0.0,99.53,7,13800,0,1,0,0,0,0,1
76396,0.397,22635,190270,0.0,0.0,0.0,98.16,13,22200,1,0,0,0,0,1,0
67481,0.138,13515,570130,0.0,0.0,0.0,99.32,7,39000,0,1,0,0,0,1,0
96546,0.031,20447,325110,0.0,0.0,0.0,99.21,14,15900,1,0,0,0,0,1,0
112695,0.057,16066,240060,0.0,0.0,0.0,98.39,11,20100,0,1,0,0,0,1,0
62011,0.153,10594,24040,0.0,0.0,0.0,98.71,8,1200,1,0,0,0,0,0,1
6403,0.08,17899,168140,0.0,0.0,0.0,99.19,6,13800,0,0,1,0,0,1,0
38190,0.242,18989,550120,1.0,0.0,0.0,99.6,10,20100,0,0,0,1,0,0,1
108333,0.141,15342,93610,0.0,0.0,0.0,98.87,13,5400,0,1,0,0,0,1,0
2079,0.128,23736,112630,1.0,0.0,0.0,98.1,16,5400,1,0,0,0,0,1,0
49668,0.813,15702,135150,0.0,0.0,0.0,99.49,9,7500,0,0,0,1,0,0,1
84643,0.009,16440,181920,0.0,0.0,0.0,99.02,8,5400,1,0,0,0,0,0,1
76040,0.011,25561,230110,0.0,0.0,0.0,99.88,13,9600,1,0,0,0,0,0,1
81270,0.043,25930,116160,0.0,0.0,0.0,99.89,5,5400,1,0,0,0,0,0,1
112961,0.776,17529,60100,1.0,0.0,0.0,98.94,7,3300,0,0,0,1,0,0,1
43897,0.835,21915,75050,1.0,0.0,0.0,97.45,13,3300,1,0,0,0,0,0,1
23705,1.0,10592,146630,1.0,5.0,1.0,99.53,8,5400,0,1,0,0,0,0,1
34532,0.515,21915,625100,0.0,0.0,0.0,99.44,15,3300,0,1,0,0,0,1,0
4324,0.972,14607,210120,0.0,0.0,0.0,99.34,12,9600,1,0,0,0,0,0,1
63373,0.053,10959,39040,0.0,0.0,0.0,98.7,10,1200,0,1,0,0,0,0,1
88327,0.017,22274,66040,0.0,0.0,0.0,99.87,8,3300,1,0,0,0,0,0,1
103636,0.758,20817,173600,1.0,0.0,0.0,98.14,20,9600,0,1,0,0,0,0,1
17599,0.0,29572,150100,3.0,1.0,1.0,99.63,14,9600,1,0,0,0,0,0,1
109437,0.0,27015,90230,0.0,0.0,0.0,99.21,6,5700,1,0,0,0,0,0,1
88118,0.886,14615,116730,0.0,0.0,1.0,99.82,3,1200,0,0,0,1,0,1,0
55469,0.014,14240,137590,0.0,0.0,0.0,99.18,9,1200,1,0,0,0,0,1,0
44204,0.015,12054,68030,0.0,0.0,0.0,99.48,10,3300,1,0,0,0,0,0,1
79479,0.474,16434,30740,0.0,0.0,0.0,97.14,7,1200,0,0,1,0,0,0,1
1005,0.69,19716,102140,0.0,0.0,0.0,98.82,8,5400,0,1,0,0,0,0,1
106712,0.149,18986,1205010,0.0,0.0,0.0,99.21,3,55800,1,0,0,0,0,1,0
100083,0.06,14613,210040,2.0,0.0,0.0,98.54,13,13800,0,0,1,0,0,1,0
51155,0.594,22641,220040,1.0,0.0,1.0,99.59,9,20100,1,0,0,0,0,0,1
56714,0.363,23737,300090,1.0,0.0,0.0,99.63,9,24300,1,0,0,0,0,1,0
31808,1.0,32135,250090,0.0,0.0,0.0,99.29,4,13800,1,0,0,0,0,0,1
106423,0.018,21912,270780,0.0,0.0,0.0,98.77,7,13800,0,1,0,0,0,0,1
53813,0.626,20084,162610,0.0,0.0,0.0,98.94,8,13800,1,0,0,0,0,0,1
104958,0.003,20455,177100,0.0,0.0,0.0,99.18,13,9600,0,1,0,0,0,0,1
91557,0.0,29938,65840,0.0,0.0,0.0,99.55,6,3300,1,0,0,0,0,1,0
39457,0.035,21550,96090,0.0,0.0,0.0,99.05,10,5400,1,0,0,0,0,0,1
61956,1.0,17534,162050,0.0,0.0,0.0,99.73,4,5400,1,0,0,0,0,1,0
51844,0.25,20811,342580,0.0,0.0,0.0,98.81,15,22200,1,0,0,0,0,0,1
90749,0.334,23375,193660,0.0,0.0,0.0,98.94,11,13800,1,0,0,0,0,0,1
72149,0.062,25923,175110,0.0,0.0,0.0,99.88,4,1200,1,0,0,0,0,0,1
5643,0.254,20811,211530,0.0,0.0,0.0,99.3,26,18000,1,0,0,0,0,1,0
57240,1.0,18258,187800,0.0,0.0,0.0,99.17,5,5400,1,0,0,0,0,1,0
48143,0.001,19351,3363140,0.0,0.0,0.0,99.88,18,60000,1,0,0,0,0,0,1
20229,0.829,14610,300070,0.0,0.0,0.0,99.61,7,5400,1,0,0,0,0,1,0
6448,0.697,13151,262540,0.0,0.0,0.0,99.29,7,18000,0,0,1,0,0,0,1
93519,0.337,8407,47430,0.0,0.0,0.0,99.8,6,3300,1,0,0,0,0,1,0
26067,0.12,12781,86310,0.0,0.0,0.0,98.43,9,5400,1,0,0,0,0,0,1
45995,0.923,16432,381120,0.0,0.0,0.0,98.74,13,3300,0,1,0,0,0,1,0
66982,0.974,21550,200540,0.0,0.0,0.0,99.51,7,9600,1,0,0,0,0,0,1
18536,0.046,17163,39030,0.0,0.0,0.0,96.64,9,3300,1,0,0,0,0,0,1
14359,0.847,8407,52640,1.0,0.0,0.0,99.89,3,1200,1,0,0,0,0,1,0
10472,0.152,21545,347520,0.0,0.0,0.0,99.25,12,18000,1,0,0,0,0,0,1
81469,0.0,14606,107580,0.0,0.0,0.0,98.85,9,5400,0,1,0,0,0,1,0
50067,0.328,17165,268480,0.0,0.0,0.0,98.99,14,15900,0,0,1,0,0,1,0
108845,0.421,14970,106600,0.0,0.0,0.0,99.2,10,7500,1,0,0,0,0,0,1
21514,0.366,23733,268340,0.0,0.0,0.0,98.81,14,13800,0,1,0,0,0,1,0
67179,0.982,23005,170030,3.0,0.0,0.0,99.05,7,5400,0,0,1,0,0,1,0
27816,0.535,20082,237560,1.0,0.0,0.0,99.39,20,11700,1,0,0,0,0,1,0
63640,0.061,19359,75060,0.0,0.0,0.0,98.23,13,5400,1,0,0,0,0,0,1
22697,0.014,10960,334440,0.0,0.0,0.0,99.28,9,18000,1,0,0,0,0,1,0
12827,0.418,16075,253650,1.0,0.0,1.0,98.07,26,11700,0,0,0,0,1,1,0
102857,0.0,14607,267640,0.0,0.0,0.0,99.21,3,11700,1,0,0,0,0,1,0
49590,0.035,15338,387090,0.0,0.0,0.0,99.3,15,22200,0,0,1,0,0,1,0
28056,0.504,9496,48120,2.0,0.0,0.0,99.35,7,3300,1,0,0,0,0,0,1
43629,0.024,21540,96110,1.0,0.0,0.0,98.92,10,5400,0,1,0,0,0,0,1
5293,0.051,28484,85550,0.0,0.0,0.0,99.82,13,3300,1,0,0,0,0,0,1
25154,0.011,29937,105040,0.0,0.0,0.0,99.43,13,11700,1,0,0,0,0,1,0
66383,0.082,14979,180050,0.0,0.0,0.0,99.28,13,7500,0,0,1,0,0,0,1
103026,1.0,21550,48680,0.0,0.0,0.0,99.88,5,5400,1,0,0,0,0,1,0
107770,0.0,11322,62610,0.0,0.0,0.0,99.39,5,5400,1,0,0,0,0,0,1
